"ProductId";"ProductLanguageId";"ProductVariantId";"ProductNumber";"ProductName";"ProductShortDescription";"ProductLongDescription";"ProductPrice";"ProductWeight";"ProductVolume";"ProductActive";"ProductCreated";"ProductUpdated";"ProductCost";"brand";"Format";"Type";"EAN";"Document";"Material";"EcoFriendly";"Color";"SupplierItemNumber";"length";"width";"height";"Groups"
"PROD138";"LANG2";"";"10127";"GT Marathon 2.0 Mountain Bike";"This bike will have you turning those &ldquo;short afternoon rides&rdquo; into &ldquo;epic trail runs&rdquo; thanks to its climb-friendly setup! GT&rsquo;s patented Independent Drivetrain system eliminates pedal feedback, so you can go longer and harder. Add on the bump-absorbing, dual suspension from Rock Shox and Fox, a Shimano 27-speed drivetrain, disc wheels and Kenda tires that grip like a vice, and you&rsquo;ll start to wonder how you ever rode less than four hours a day!";"<li>Lightweight, durable aluminum frame with i-Drive system provides unbeatable pedaling power and efficiency</li><li>4&rdquo; of rear wheel travel offer comfort and control over uneven terrain</li><li>Rock Shox Recon 351 Air front suspension paired up with Fox Float R rear shock smoothes out all the rough stuff on the trail</li><li>Shimano LX 27-speed drivetrain delivers sharp, powerful shifts and includes plenty of gears for the hills and flats</li><li>Ritchey aluminum handlebar, stem and seatpost for core-level strength, style and performance</li><li>Hydraulic disc brakes supply excellent stopping power in any condition</li><li>Crank Brothers Candy C pedals add stability and easy in/easy out convenience</li><li>WTB Rocket V Comp saddle offers plenty of cushioning for day-long rides</li><li>WTB SpeedDisc XC rims with Kenda Nevegal tires flatten every obstacle in your path and are built to withstand all sorts of abuse</li>";"700";"0";"0";"True";"16-01-2009 13:46:11:000";"13-09-2017 10:02:04:470";"0";"GT";"";"";"";"";"Carbon";"True";"#FFFFFF";"";NULL;NULL;NULL;"""GROUP5"""
"PROD139";"LANG1";"";"10128";"Mongoose Sabrosa Commuter Bike";"<p>For those to ride to work everyday, this bike is the next best thing to a warm cup of coffee early in the A.M. The single speed drivetrain with disc brakes means you don&rsquo;t have to think that hard or that much about maintenance &ndash; which is always a good thing before the caffeine hits. Solid aluminum frame puts you in a comfortable riding position while the durable wheelset and tires will get you through traffic, dirt or over manhole covers with ease.</p>";"<ul>	<li>Lightweight aluminum frame with comfort geometry makes cycling a breeze</li>	<li>Single speed drivetrain is simple and uncomplicated to maintain</li>	<li>Mechanical disc brakes provide low maintenance, all-weather stopping power</li>	<li>Bio-Tuned ergo bar ends offer comfortable positioning</li>	<li>Durable and responsive wheelset can go from pavement to trail effortlessly</li>	<li>Includes a stainless steel coffee thermos with cage</li></ul>";"399";"0";"0";"True";"16-01-2009 13:48:04:000";"25-09-2017 12:59:39:707";"0";"Mongoose";"";"";"";"";"Chromoly";"True";"#607D8B";"";NULL;NULL;NULL;"""GROUP5"",""GROUP56"""
"PROD139";"LANG2";"";"10128";"Mongoose Sabrosa Commuter Bike";"For those to ride to work everyday, this bike is the next best thing to a warm cup of coffee early in the A.M. The single speed drivetrain with disc brakes means you don&rsquo;t have to think that hard or that much about maintenance &ndash; which is always a good thing before the caffeine hits. Solid aluminum frame puts you in a comfortable riding position while the durable wheelset and tires will get you through traffic, dirt or over manhole covers with ease.";"<li>Lightweight aluminum frame with comfort geometry makes cycling a breeze</li><li>Single speed drivetrain is simple and uncomplicated to maintain</li><li>Mechanical disc brakes provide low maintenance, all-weather stopping power</li><li>Bio-Tuned ergo bar ends offer comfortable positioning</li><li>Durable and responsive wheelset can go from pavement to trail effortlessly</li><li>Includes a stainless steel coffee thermos with cage</li>";"399";"0";"0";"True";"16-01-2009 13:48:04:000";"22-09-2017 14:55:04:773";"0";"Mongoose";"";"";"";"";"Chromoly";"True";"#607D8B";"";NULL;NULL;NULL;"""GROUP5"""
"PROD14";"LANG1";"";"10008";"Schwinn Tiger 12";"<p>So your little angel suddenly became a wildcat overnight? No need to fear, this bike has everything he needs to go roaring through the neighborhood like the red-blooded animal he is. Tough steel construction with full length steel chainguard, stem pad, bar pad and fenders provide all the protection he needs to come home with minimal scrapes and scratches. He&rsquo;ll soon figure out that the training wheels are removable which means you&rsquo;ll probably find them somewhere in your driveway. Colorful handlebar streamers and tiger graphics will have him ridin&rsquo; on the wild side.</p>";"<p>12&rdquo; Hi-Ten steel, step-thru Balance Beam frame provides the perfect fit for 2-4 year olds</p>

<p>Full length steel chainguard, stem pad, bar pad and fenders add stylish protection</p>

<p>Detachable training wheels make learning to balance a piece of cake</p>

<p>Handlebar streamers add colorful flair</p>
";"79";"0";"0";"True";"09-01-2009 11:41:40:000";"11-07-2017 12:37:52:517";"0";"";"";"";"";NULL;"";"False";"";"";NULL;NULL;NULL;NULL
"PROD14";"LANG2";"";"10008";"Schwinn Tiger 12"" Kid’s Bike";"<p>So your little angel suddenly became a wildcat overnight? No need to fear, this bike has everything he needs to go roaring through the neighborhood like the red-blooded animal he is. Tough steel construction with full length steel chainguard, stem pad, bar pad and fenders provide all the protection he needs to come home with minimal scrapes and scratches. He&rsquo;ll soon figure out that the training wheels are removable which means you&rsquo;ll probably find them somewhere in your driveway. Colorful handlebar streamers and tiger graphics will have him ridin&rsquo; on the wild side.</p>
";"<p>12&rdquo; Hi-Ten steel, step-thru Balance Beam frame provides the perfect fit for 2-4 year olds</p>

<p>Full length steel chainguard, stem pad, bar pad and fenders add stylish protection</p>

<p>Detachable training wheels make learning to balance a piece of cake</p>

<p>Handlebar streamers add colorful flair</p>
";"79";"0";"0";"True";"09-01-2009 11:41:40:000";"11-11-2016 11:47:48:000";"0";NULL;NULL;NULL;NULL;NULL;NULL;"False";NULL;NULL;NULL;NULL;NULL;NULL
"PROD148";"LANG1";"";"10137";"Nirve Paul Frank Aku Single Speed";"<p>Nirve&#39;s attractive&nbsp;style has caught the eye of some of today&#39;s top artists and brands. Each brand contributes its own unique personality to create some of the most fun and fashionable bicycles on the planet. Complete with basket and bell, the reptilian green Aku Cruiser from Paul Frank is ready roll to any adventure!</p>";"<ul>	<li>Durable, steel frame is strong, resilient and ensures a smooth ride on the boardwalk or down the street</li>	<li>Wide, upright handlebars with full fenders and alligator graphics give this ride a fun, retro look</li>	<li>Front basket carries everything you need and the &ldquo;I love my bike&rdquo; bell lets everyone know that you&rsquo;re in the neighborhood</li>	<li>Alligator print saddle with dual springs keeps your backside comfortable</li>	<li>Rear coaster brake delivers rapid braking power no matter what the weather forecast</li></ul>";"380";"0";"0";"True";"16-01-2009 14:25:50:000";"06-09-2017 15:02:59:810";"0";"Nirve";"";"";"";"";"Steel";"True";"#4CAF50";"";NULL;NULL;NULL;"""GROUP5"",""GROUP67"""
"PROD148";"LANG2";"";"10137";"Nirve Paul Frank Aku Single Speed";"<p>Nirve's attractive&nbsp;style has caught the eye of some of today's top artists and brands. Each brand contributes its own unique personality to create some of the most fun and fashionable bicycles on the planet. Complete with basket and bell, the reptilian green Aku Cruiser from Paul Frank is ready roll to any adventure!</p>";"<p>Durable, steel frame is strong, resilient and ensures a smooth ride on the boardwalk or down the street</p><p>Wide, upright handlebars with full fenders and alligator graphics give this ride a fun, retro look</p><p>Front basket carries everything you need and the “I love my bike” bell lets everyone know that you’re in the neighborhood</p><p>Alligator print saddle with dual springs keeps your backside comfortable</p><p>Rear coaster brake delivers rapid braking power no matter what the weather forecast</p>";"380";"0";"0";"True";"16-01-2009 14:25:50:000";"13-09-2017 10:06:39:337";"0";"Nirve";"";"";"";"";"Steel";"True";"#4CAF50";"";NULL;NULL;NULL;"""GROUP5"""
"PROD149";"LANG1";"";"10138";"Nirve Classic Single Speed Bike";"<p>From the local car show at the corner donut shop to the big time car meet in Carlisle, PA; the Classic and Kustom car culture is pure Americana. Drawing its influence from this popular lifestyle that fascinates enthusiasts worldwide, the Nirve Classic rolls into town with a vintage look and subtle appeal that&rsquo;ll take you right back to the good ole&rsquo; days.</p>";"<ul>	<li>Durable, steel frame is strong, resilient and ensures a smooth ride through town</li>	<li>Wide, upright handlebars with shorty fenders and painted graphics give this ride a retro look</li>	<li>Roll pleat embossed seat with dual springs keeps your backside comfortable</li>	<li>Rear coaster brake delivers rapid braking power no matter what the forecast</li></ul>";"290";"0";"0";"True";"16-01-2009 14:27:06:000";"06-09-2017 15:03:25:270";"0";"Nirve";"";"";"";"";"Titanium";"True";"#607D8B";"";NULL;NULL;NULL;"""GROUP5"",""GROUP67"""
"PROD149";"LANG2";"";"10138";"Nirve Classic Single Speed Bike";"From the local car show at the corner donut shop to the big time car meet in Carlisle, PA; the Classic and Kustom car culture is pure Americana. Drawing its influence from this popular lifestyle that fascinates enthusiasts worldwide, the Nirve Classic rolls into town with a vintage look and subtle appeal that&rsquo;ll take you right back to the good ole&rsquo; days.";"<ul>      <li>Durable, steel frame is strong, resilient and ensures a smooth ride through town</li>      <li>Wide, upright handlebars with shorty fenders and painted graphics give this ride a retro look</li>      <li>Roll pleat embossed seat with dual springs keeps your backside comfortable</li>      <li>Rear coaster brake delivers rapid braking power no matter what the forecast</li></ul>";"290";"0";"0";"True";"16-01-2009 14:27:06:000";"13-09-2017 10:06:09:040";"0";"Nirve";"";"";"";"";"Titanium";"True";"#607D8B";"";NULL;NULL;NULL;"""GROUP5"""
"PROD15 ";"LANG1";"";"30001";"GT Transeo 1.0 Comfort Bike 23";"<p>The Transeo 1.0 has everything you&rsquo;ve been looking for! It&rsquo;s lightweight, thanks to the 7005 aluminum frame with hydroformed top tube and cold forged 3D dropouts. It&rsquo;s fast, due to the 700c wheels that&rsquo;ll keep you on the go. It&rsquo;s powerful, because the linear-pull brakes will stop you in your tracks. It&rsquo;s comfortable, because it boasts an anatomical saddle and soft grips. Each of these features compliments the upright geometry and ergonomics of this fitness machine perfectly.</p>";"<ul>	<li>GT 7000 Series butted aluminum frame with Sport Fitness Geometry is built for lightweight speed and durable comfort</li>	<li>Suspension fork smoothes out the rough stuff on the road or trail</li>	<li>Shimano/SRAM 27-speed drivetrain with RapidFire shifting gives you quick access to plenty of gearing options</li>	<li>Selle San Marco Ischia K saddle and dual density grips add comfort over uneven terrain</li>	<li>ProMax direct-pull brakes provide excellent stopping power</li>	<li>WTB All Terrainasaurus tires are perfect for rough roads and packed trails</li>	<li>Double wall Alex rims with Shimano hubs maintain strength and rigidity</li></ul>";"549";"0";"0";"True";"04-02-2016 08:49:38:000";"15-01-2018 11:00:27:053";"0";"";"";"";"";"";"";"False";"";"";"";"";"";"""GROUP5"",""GROUP63"""
"PROD15 ";"LANG2";"";"30001";"GT Transeo 1.0 Comfort Bike 23";"<p>The Transeo 1.0 has everything you&rsquo;ve been looking for! It&rsquo;s lightweight, thanks to the 7005 aluminum frame with hydroformed top tube and cold forged 3D dropouts. It&rsquo;s fast, due to the 700c wheels that&rsquo;ll keep you on the go. It&rsquo;s powerful, because the linear-pull brakes will stop you in your tracks. It&rsquo;s comfortable, because it boasts an anatomical saddle and soft grips. Each of these features compliments the upright geometry and ergonomics of this fitness machine perfectly.</p>";"<p>GT 7000 Series butted aluminum frame with Sport Fitness Geometry is built for lightweight speed and durable comfort</p><p>Suspension fork smoothes out the rough stuff on the road or trail</p><p>Shimano/SRAM 27-speed drivetrain with RapidFire shifting gives you quick access to plenty of gearing options</p><p>Selle San Marco Ischia K saddle and dual density grips add comfort over uneven terrain</p><p>ProMax direct-pull brakes provide excellent stopping power</p><p>WTB All Terrainasaurus tires are perfect for rough roads and packed trails</p><p>Double wall Alex rims with Shimano hubs maintain strength and rigidity</p>";"549";"0";"0";"True";"04-02-2016 08:49:38:000";"15-01-2018 11:00:27:290";"0";"";"";"";"";"";"";"False";"";"";"";"";"";"""GROUP5"""
"PROD15+";"LANG1";"";"30002";"GT Transeo 1.0 Comfort Bike 25";"<p>The Transeo 1.0 has everything you&rsquo;ve been looking for! It&rsquo;s lightweight, thanks to the 7005 aluminum frame with hydroformed top tube and cold forged 3D dropouts. It&rsquo;s fast, due to the 700c wheels that&rsquo;ll keep you on the go. It&rsquo;s powerful, because the linear-pull brakes will stop you in your tracks. It&rsquo;s comfortable, because it boasts an anatomical saddle and soft grips. Each of these features compliments the upright geometry and ergonomics of this fitness machine perfectly.</p>";"<ul>	<li>GT 7000 Series butted aluminum frame with Sport Fitness Geometry is built for lightweight speed and durable comfort</li>	<li>Suspension fork smoothes out the rough stuff on the road or trail</li>	<li>Shimano/SRAM 27-speed drivetrain with RapidFire shifting gives you quick access to plenty of gearing options</li>	<li>Selle San Marco Ischia K saddle and dual density grips add comfort over uneven terrain</li>	<li>ProMax direct-pull brakes provide excellent stopping power</li>	<li>WTB All Terrainasaurus tires are perfect for rough roads and packed trails</li>	<li>Double wall Alex rims with Shimano hubs maintain strength and rigidity</li></ul>";"549";"0";"0";"True";"09-01-2009 11:44:10:000";"06-09-2017 15:37:20:423";"0";"";"";"";"";"";"";"False";"";"";NULL;NULL;NULL;"""GROUP5"""
"PROD15+";"LANG2";"";"KSM9510XA+";"GT Transeo 1.0 Comfort Bike 23""+";"The Transeo 1.0 has everything you&rsquo;ve been looking for! It&rsquo;s lightweight, thanks to the 7005 aluminum frame with hydroformed top tube and cold forged 3D dropouts. It&rsquo;s fast, due to the 700c wheels that&rsquo;ll keep you on the go. It&rsquo;s powerful, because the linear-pull brakes will stop you in your tracks. It&rsquo;s comfortable, because it boasts an anatomical saddle and soft grips. Each of these features compliments the upright geometry and ergonomics of this fitness machine perfectly.";"<ul>   <li>GT 7000 Series butted aluminum frame with Sport Fitness Geometry is built for lightweight speed and durable comfort</li>  <li>Suspension fork smoothes out the rough stuff on the road or trail</li>    <li>Shimano/SRAM 27-speed drivetrain with RapidFire shifting gives you quick access to plenty of gearing options</li>   <li>Selle San Marco Ischia K saddle and dual density grips add comfort over uneven terrain</li> <li>ProMax direct-pull brakes provide excellent stopping power</li>     <li>WTB All Terrainasaurus tires are perfect for rough roads and packed trails</li> <li>Double wall Alex rims with Shimano hubs maintain strength and rigidity</li></ul>";"549";"0";"0";"True";"09-01-2009 11:44:10:000";"11-07-2017 09:51:27:000";"0";"";"";"";"";NULL;"";"False";"";"";NULL;NULL;NULL;"""GROUP5"""
"PROD150";"LANG1";"";"10139";"Nirve Hello Kitty Retro Single Speed";"<p>Hello Kitty&#39;s magnetic charm has touched the hearts and minds of girls and women alike since her official debut in 1974. Now you can take the world famous Hello Kitty along for the ride!</p>";"<ul>	<li>Pink and White Hello Kitty colors make riding lots of fun</li>	<li>Handlebar bell lets everyone know you&rsquo;re in the neighborhood</li>	<li>Smooth rolling, Hello Kitty 26&rdquo; WW treaded tires with full length fenders</li>	<li>Hello Kitty embossed seat with dual springs keeps your backside comfortable</li>	<li>Rear coaster brake delivers rapid braking power in any condition</li>	<li>Perfect for ladies 5&rsquo;0 and up</li></ul>";"370";"0";"0";"True";"16-01-2009 14:28:12:000";"24-01-2018 13:34:55:937";"0";"Nirve";"";"";"";"";"Steel";"False";"#E91E63";"";"";"";"";"""GROUP5"",""GROUP67"""
"PROD150";"LANG2";"";"10139";"Nirve Hello Kitty Retro Single Speed";"<p>Hello Kitty&#39;s magnetic charm has touched the hearts and minds of girls and women alike since her official debut in 1974. Now you can take the world famous Hello Kitty along for the ride!</p>";"<ul>      <li>Pink and White Hello Kitty colors make riding lots of fun</li>      <li>Handlebar bell lets everyone know you&rsquo;re in the neighborhood</li>      <li>Smooth rolling, Hello Kitty 26&rdquo; WW treaded tires with full length fenders</li>      <li>Hello Kitty embossed seat with dual springs keeps your backside comfortable</li>      <li>Rear coaster brake delivers rapid braking power in any condition</li>      <li>Perfect for ladies 5&rsquo;0 and up</li></ul>";"370";"0";"0";"True";"16-01-2009 14:28:12:000";"05-02-2018 09:06:30:650";"0";"Nirve";"";"";"";"";"Steel";"False";"#E91E63";"";"";"";"";"""GROUP5"""
"PROD151";"LANG1";"";"10140";"Nirve Lahaina Single Speed Ladies";"<p>Nothing exemplifies the cruiser lifestyle better than a sunset ride along the waterfront with a balmy breeze blowing through your hair. The Nirve Lahaina features surf inspired graphics that are as much at home along the beaches as they are anywhere in the world. No matter where you live, you can claim your piece of paradise with this beautiful, casual cruiser.</p><p>&nbsp;</p><p><strong>bladfdsfa</strong></p><p><strong><span style=""font-family:georgia,serif"">gfgsdfgd</span></strong></p>";"<ul>	<li>Durable, steel frame is strong, resilient and ensures a smooth ride</li>	<li>Wide, upright handlebars with full fenders and painted island graphics give this ride a retro look</li>	<li>Island flower embossed saddle with dual springs keeps your backside comfortable</li>	<li>Rear coaster brake delivers rapid braking power in any weather</li></ul>";"360";"0";"0";"True";"16-01-2009 14:29:14:000";"06-09-2017 15:04:10:473";"0";"Nirve";"";"";"";"";"Steel";"True";"#4CAF50";"";NULL;NULL;NULL;"""GROUP5"",""GROUP67"""
"PROD151";"LANG2";"";"10140";"Nirve Lahaina Single Speed Ladies";"<p>Nothing exemplifies the cruiser lifestyle better than a sunset ride along the waterfront with a balmy breeze blowing through your hair. The Nirve Lahaina features surf inspired graphics that are as much at home along the beaches as they are anywhere in the world. No matter where you live, you can claim your piece of paradise with this beautiful, casual cruiser.</p><p>&nbsp;</p><p><strong>bladfdsfa</strong></p><p><strong><span style=""font-family:georgia,serif"">gfgsdfgd</span></strong></p>";"<ul>      <li>Durable, steel frame is strong, resilient and ensures a smooth ride</li>      <li>Wide, upright handlebars with full fenders and painted island graphics give this ride a retro look</li>      <li>Island flower embossed saddle with dual springs keeps your backside comfortable</li>      <li>Rear coaster brake delivers rapid braking power in any weather</li></ul>";"360";"0";"0";"True";"16-01-2009 14:29:14:000";"13-09-2017 10:06:31:790";"0";"Nirve";"";"";"";"";"Steel";"True";"#4CAF50";"";NULL;NULL;NULL;"""GROUP5"""
"PROD152";"LANG1";"";"10141";"Nirve Forty-Nine 3-Speed Cruiser Bike";"<p>Those crazy forty-niners back in the mid-1800&rsquo;s defined &ldquo;California Cruisin&rdquo; as hoppin&rsquo; into their covered wagon and rollin&rsquo; on down to the river with a pan and their last stroke of luck. Well, today it&rsquo;s a bit easier to strike some gold. All you need to do is hop onto this easy ride and pedal yourself down the road toward your local jeweler&hellip;just don&rsquo;t forget your wallet!</p>";"<ul>	<li>Durable, steel frame is strong, resilient and ensures a smooth ride through town</li>	<li>Wide, upright handlebars with full fenders and woody station wagon graphics give this ride a retro look</li>	<li>3-speed shifting makes changing gears easy</li>	<li>Classic embossed seat with dual springs keeps your backside comfortable</li>	<li>Hand operated, rear roller brake delivers rapid braking power no matter what the forecast</li></ul>";"0";"5";"4";"True";"16-01-2009 14:30:40:000";"13-09-2017 10:06:16:243";"0";"Nirve";"";"";"";"";"Chromoly";"False";"#000000,#000000";"";NULL;NULL;NULL;"""GROUP5"",""GROUP67"""
"PROD152";"LANG2";"";"10141";"Nirve Forty-Nine 3-Speed Cruiser Bike";"<p>Those crazy forty-niners back in the mid-1800&rsquo;s defined &ldquo;California Cruisin&rdquo; as hoppin&rsquo; into their covered wagon and rollin&rsquo; on down to the river with a pan and their last stroke of luck. Well, today it&rsquo;s a bit easier to strike some gold. All you need to do is hop onto this easy ride and pedal yourself down the road toward your local jeweler&hellip;just don&rsquo;t forget your wallet!</p>";"<ul>      <li>Durable, steel frame is strong, resilient and ensures a smooth ride through town</li>      <li>Wide, upright handlebars with full fenders and woody station wagon graphics give this ride a retro look</li>      <li>3-speed shifting makes changing gears easy</li>      <li>Classic embossed seat with dual springs keeps your backside comfortable</li>      <li>Hand operated, rear roller brake delivers rapid braking power no matter what the forecast</li></ul>";"349,99";"0";"0";"True";"16-01-2009 14:30:40:000";"13-09-2017 10:06:16:323";"0";"Nirve";"";"";"";"";"Chromoly";"False";"#000000,#000000";"";NULL;NULL;NULL;"""GROUP5"""
"PROD159";"LANG1";"";"10148";"Performance Classic Sleeveless Jersey";"<p>This timeless jersey has a certain &ldquo;je ne sais quoi&rdquo; that makes it a favorite among cyclists.</p>";"<ul>	<li>breatH2O fabric moves perspiration away from your skin, so you stay bone dry, and its quick-drying properties accelerate evaporation, so your jersey stays dry too</li>	<li>UPF 20+ application offers the right amount of sun protection</li>	<li>12&rdquo; zipper provides generous ventilation</li>	<li>Elastic waist keeps this jersey comfortably in place</li>	<li>Three rear pockets hold all the essentials</li></ul>";"10";"0";"0";"True";"19-01-2009 10:48:11:000";"08-02-2018 13:52:02:857";"0";"";"";"";"";"";"";"False";"#4CAF50";"";"";"";"";"""GROUP108"",""GROUP27"""
"PROD159";"LANG2";"";"10148";"Performance Classic Sleeveless Jersey";"This timeless jersey has a certain &ldquo;je ne sais quoi&rdquo; that makes it a favorite among cyclists.<br />";"<li>breatH2O fabric moves perspiration away from your skin, so you stay bone dry, and its quick-drying properties accelerate evaporation, so your jersey stays dry too</li>
<li>UPF 20+ application offers the right amount of sun protection</li>
<li>12&rdquo; zipper provides generous ventilation</li>
<li>Elastic waist keeps this jersey comfortably in place</li>
<li>Three rear pockets hold all the essentials</li>";"10";"0";"0";"True";"19-01-2009 10:48:11:000";"08-02-2018 13:52:02:950";"0";"";"";"";"";"";"";"False";"#4CAF50";"";"";"";"";"""GROUP27"""
"PROD160";"LANG1";"";"10149";"Schwinn Evolution IC Sleeveless Jersey";"<p>The pinnacle of Schwinn&rsquo;s indoor cycling line, the Evolution IC Sleeveless Jersey is built to withstand countless hours of cardio-intense exercise on your favorite resistance unit!</p>";"<ul>	<li>Polyester fabric with inherent stretch wicks away moisture and comfortably moves with you when the cadence is high</li>	<li>16&rdquo; zipper puts generous ventilation at your fingertips</li>	<li>Schwinn Quality logo adds competitive style</li>	<li>Rear zippered pocket holds all your indoor training essentials</li>	<li>Elastic hem with silicone for a comfortable fit</li></ul>";"24,99";"0";"0";"True";"19-01-2009 10:49:18:000";"06-02-2018 14:51:24:523";"0";"Schwinn";"";"";"";"";"";"False";"#2196F3";"";"";"";"";"""GROUP109"",""GROUP27"""
"PROD160";"LANG2";"";"10149";"Schwinn Evolution IC Sleeveless Jersey";"The pinnacle of Schwinn&rsquo;s indoor cycling line, the Evolution IC Sleeveless Jersey is built to withstand countless hours of cardio-intense exercise on your favorite resistance unit!<br />";"<li>Polyester fabric with inherent stretch wicks away moisture and comfortably moves with you when the cadence is high</li><li>16&rdquo; zipper puts generous ventilation at your fingertips</li><li>Schwinn Quality logo adds competitive style</li><li>Rear zippered pocket holds all your indoor training essentials</li><li>Elastic hem with silicone for a comfortable fit</li>";"24,99";"0";"0";"True";"19-01-2009 10:49:18:000";"06-02-2018 14:51:24:543";"0";"Schwinn";"";"";"";"";"";"False";"#2196F3";"";"";"";"";"""GROUP27"""
"PROD161";"LANG1";"";"10150";"Performance Elite Short";"<p>Whether it&rsquo;s your early A.M. commute to work, a weekly evening club ride or a long distance tour on the weekend, you need a short that can go the distance. So we combined the best technical properties with a soft feeling fabric and the comfort of a premium chamois into one &ldquo;go anywhere, do anything&rdquo; short!</p>";"<ul>	<li>Nylon/spandex construction supplies the right amount of compression for hard working muscles, quickly wicks away sweat and feels great against your skin</li>	<li>Eight contoured panels hug your legs for enhanced aerodynamics and performance</li>	<li>Italian made, Quadrotto chamois with 4-way stretch offers comfortable cushioning and uses a silver ion finish for antibacterial protection</li>	<li>Flatlock seams eliminate chafing and provide a smooth, non-irritating feel</li>	<li>Gripper leg openings keep this short in place</li></ul>";"55";"0";"0";"True";"19-01-2009 10:51:06:000";"06-02-2018 14:48:51:823";"0";"";"";"";"";"";"";"False";"#000000";"";"";"";"";"""GROUP108"",""GROUP27"""
"PROD161";"LANG2";"";"10150";"Performance Elite Short";"Whether it&rsquo;s your early A.M. commute to work, a weekly evening club ride or a long distance tour on the weekend, you need a short that can go the distance. So we combined the best technical properties with a soft feeling fabric and the comfort of a premium chamois into one &ldquo;go anywhere, do anything&rdquo; short!<br />";"<li>Nylon/spandex construction supplies the right amount of compression for hard working muscles, quickly wicks away sweat and feels great against your skin</li>
<li>Eight contoured panels hug your legs for enhanced aerodynamics and performance</li>
<li>Italian made, Quadrotto chamois with 4-way stretch offers comfortable cushioning and uses a silver ion finish for antibacterial protection</li>
<li>Flatlock seams eliminate chafing and provide a smooth, non-irritating feel</li>
<li>Gripper leg openings keep this short in place</li>";"55";"0";"0";"True";"19-01-2009 10:51:06:000";"06-02-2018 14:48:51:887";"0";"";"";"";"";"";"";"False";"#000000";"";"";"";"";"""GROUP27"""
"PROD162";"LANG1";"";"10151";"Andiamo! Padded Cycling Brief";"<p>So you wanna wear your favorite liner-less shorts out on the road or trail? No problem.</p>";"<ul>	<li>Seamless, padded crotch inside these briefs uses a three layer pad sandwiched between two layers of CoolMax to keep you feeling clean, dry and comfortable under any pair of shorts</li>	<li>Soft, cottony polyester/Lycra outer fabric wicks away sweat</li>	<li>Flatlock seam s throughout eliminate chafing</li>	<li>Wide elastic waistband with gripper elastic leg openings help to keep this brief in place</li>	<li>Sizes: S(24-28&quot;), M(29-33&quot;), L(34-38&quot;), XL(39-43&quot;) XXL(44-48&quot;)</li></ul>";"19,99";"0";"0";"True";"19-01-2009 10:52:19:000";"06-02-2018 14:48:29:063";"0";"";"Nordic styl";"";"";"";"";"False";"#808080";"";"";"";"";"""GROUP109"",""GROUP27"""
"PROD162";"LANG2";"";"10151";"Andiamo! Padded Cycling Brief";"So you wanna wear your favorite liner-less shorts out on the road or trail? No problem.<br />";"<li>Seamless, padded crotch inside these briefs uses a three layer pad sandwiched between two layers of CoolMax to keep you feeling clean, dry and comfortable under any pair of shorts</li><li>Soft, cottony polyester/Lycra outer fabric wicks away sweat</li><li>Flatlock seam s throughout eliminate chafing</li><li>Wide elastic waistband with gripper elastic leg openings help to keep this brief in place</li><li>Sizes: S(24-28&quot;), M(29-33&quot;), L(34-38&quot;), XL(39-43&quot;) XXL(44-48&quot;)</li>";"19,99";"0";"0";"True";"19-01-2009 10:52:19:000";"06-02-2018 14:48:29:117";"0";"";"Nordic styl";"";"";"";"";"False";"#808080";"";"";"";"";"""GROUP27"""
"PROD163";"LANG1";"";"10152";"Fox Mojave Glove";"<p>Built to provide the best grip and the most comfort you can get your hands on.</p>";"<ul>	<li>Fox&rsquo;s innovative full thumb and &frac34; index finger improves shifting control and makes glove removal a snap</li>	<li>Stretch Spandura panels on the upper side, wick away sweat to keep your hands dry</li>	<li>Embossed Airprene knuckles enhance flexibility</li>	<li>Double layer Clarino palm with patterned perforations absorbs shock while further enhancing airflow and breathability</li>	<li>Clarino reinforced thumb adds durability</li>	<li>Easy, Velcro closure</li></ul>";"24,99";"0";"0";"True";"19-01-2009 10:54:33:000";"06-02-2018 14:48:57:163";"0";"";"";"";"";"";"";"False";"#000000";"";"";"";"";"""GROUP109"",""GROUP27"""
"PROD163";"LANG2";"";"10152";"Fox Mojave Glove";"Built to provide the best grip and the most comfort you can get your hands on.<br />";"<li>Fox&rsquo;s innovative full thumb and &frac34; index finger improves shifting control and makes glove removal a snap</li>
<li>Stretch Spandura panels on the upper side, wick away sweat to keep your hands dry</li>
<li>Embossed Airprene knuckles enhance flexibility</li>
<li>Double layer Clarino palm with patterned perforations absorbs shock while further enhancing airflow and breathability</li>
<li>Clarino reinforced thumb adds durability</li>
<li>Easy, Velcro closure</li>";"24,99";"0";"0";"True";"19-01-2009 10:54:33:000";"06-02-2018 14:48:57:227";"0";"";"";"";"";"";"";"False";"#000000";"";"";"";"";"""GROUP27"""
